age,industry,Education,ALERT,is_sanctioned,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP
25.0,Manufacturing,High School or Below,1,0,2,15300.0,14,701,NH,19,279.41,5308.79,change request change request statement,12,1,1,278.0,0,3,692.27,0.0,0,1,1,46.82,2,11000,0,2,1,9,1,0
49.0,Manufacturing,Associate Degree,1,0,0,45200.0,23,703,RI,35,225.12,7879.2,card replace plastic replace billing address moneyorder payment,19,4,1,919.42,0,4,393.96,0.0,0,1,1,50.05,4,10000,1,3,0,10,1,0
26.0,Transportation,Bachelor's Degree,1,0,0,7000.0,9,639,RI,5,162.48,812.4,change request transfer plastic replace,3,2,0,320.48,2,3,812.4,0.0,0,1,1,83.1,3,11000,0,1,0,9,1,0
29.0,Scientific and Technical Services,Bachelor's Degree,1,0,1,4000.0,14,681,VT,3,0.0,0.0, ,1,0,0,0.0,0,3,60.0,60.0,1,1,1,60.0,0,15000,1,7,0,4,0,0
60.0,Legal,Doctorate,1,0,0,135300.0,27,650,CT,47,428.46,20137.62, ,30,6,1,2588.4,2,4,20137.62,0.0,0,1,1,40.33,4,7000,0,1,0,7,0,0
35.0,Transportation,High School or Below,1,0,0,26700.0,2,737,MA,4,84.68,338.72,plastic replace statement statement statement,3,0,0,0.0,0,2,338.72,0.0,0,1,1,42.69,0,10000,0,3,0,8,3,0
42.0,Scientific and Technical Services,Bachelor's Degree,1,1,1,77100.0,2,724,CT,45,385.18,17333.1, ,25,5,0,1921.2,2,3,17333.1,0.0,0,1,1,53.78,3,13000,1,1,0,10,0,0
51.0,Construction,Associate Degree,1,0,0,79600.0,79,748,PA,11,523.06,5753.66, ,3,1,1,521.0,1,6,8481.88,2728.22,1,3,1,2803.52,6,12000,0,2,0,4,1,0
36.0,Manufacturing,Doctorate,1,0,0,44100.0,32,760,CT,10,133.12,1331.2,card replace late payment plastic replace,5,2,0,263.88,0,4,1331.2,0.0,0,1,1,26.36,4,10000,1,3,0,8,1,0
40.0,Education,Doctorate,1,1,0,50800.0,15,748,RI,46,0.0,0.0,  statement transfer,27,1,0,0.0,0,4,60.0,60.0,1,3,1,60.0,0,7000,1,1,0,8,1,0
24.0,Entertainment and Hospitality,High School or Below,1,0,0,11800.0,18,724,PA,4,331.03,1324.12,billing address transfer billing address,2,1,0,333.07,0,2,1324.12,0.0,0,1,1,48.51,2,16000,0,2,0,8,1,0
61.0,Financial Services,Master's Degree,1,0,0,76600.0,1,748,NY,1,63.06,63.06, ,1,1,0,63.75,1,3,60.0,0.0,0,1,1,0.69,0,18000,0,1,0,7,2,0
24.0,Manufacturing,High School or Below,1,0,0,17200.0,38,693,NY,8,49.89,399.12, ,5,0,0,0.0,0,3,447.24,48.12,1,1,1,107.41,0,27000,1,1,2,7,0,0
27.0,Retail,High School or Below,1,0,0,14100.0,7,790,NY,1,1.08,1.08,change request change request plastic replace,1,0,0,0.0,0,7,60.0,58.92,1,1,1,92.69,0,8000,1,3,0,7,1,0
37.0,Entertainment and Hospitality,Bachelor's Degree,1,0,1,55100.0,39,673,CT,16,19.71,315.36, ,7,2,1,40.37,1,2,60.0,0.0,0,1,1,34.3,0,10000,0,6,0,9,2,0
30.0,Retail,Associate Degree,1,0,1,33300.0,13,650,NY,33,23.59,778.47,plastic replace statement card replace,14,2,1,52.36,2,2,778.47,0.0,0,1,1,45.21,1,15000,0,3,0,9,0,0
27.0,Scientific and Technical Services,Associate Degree,1,0,0,11900.0,41,778,NY,4,109.15,436.6,transfer card replace statement,1,1,0,108.46,1,2,436.6,0.0,0,1,1,28.54,0,9000,1,2,0,2,1,0
40.0,Construction,Bachelor's Degree,1,0,1,61300.0,7,739,NJ,35,0.0,0.0, ,21,3,0,0.0,1,2,60.0,60.0,1,1,1,60.0,0,8000,1,5,0,7,0,0
24.0,Entertainment and Hospitality,High School or Below,1,0,0,14100.0,13,715,PA,14,5.23,73.22, ,9,3,1,17.26,0,2,133.8,60.58,1,1,1,80.24,0,7000,0,4,0,8,1,0
34.0,Entertainment and Hospitality,Associate Degree,1,0,0,38300.0,23,676,CT,9,48.89,440.01,  customer call customer call statement,4,0,0,0.0,0,6,440.01,0.0,0,1,1,56.64,0,20000,0,3,0,5,1,0
37.0,Construction,High School or Below,1,1,1,43500.0,11,687,CT,54,305.51,16497.54,plastic replace billing address transfer moneyorder payment,33,6,2,1902.08,3,3,16497.54,0.0,0,1,1,36.68,3,15000,1,5,0,8,2,0
47.0,Financial Services,Associate Degree,1,0,0,100600.0,56,773,PA,2,86.7,173.4,change request billing address  ,1,0,0,0.0,0,3,173.4,0.0,0,1,1,35.77,0,16000,0,5,0,9,0,0
29.0,Manufacturing,Bachelor's Degree,1,0,1,24700.0,16,724,CT,0,124.43,0.0, ,0,0,0,0.0,0,4,60.0,60.0,1,3,1,60.0,0,17000,1,3,1,12,0,0
24.0,Construction,Associate Degree,1,0,0,19400.0,1,713,NY,35,0.0,0.0,transfer change request billing address moneyorder,13,6,0,0.0,2,5,2675.34,2675.34,1,1,1,2675.34,5,8000,1,1,0,3,0,0
38.0,Education,Associate Degree,1,0,2,51800.0,30,620,PA,18,53.04,954.72, ,4,2,0,102.94,1,2,954.72,0.0,0,1,1,19.29,0,7000,1,0,0,12,0,0
31.0,Transportation,Doctorate,1,0,0,28300.0,6,725,MA,11,39.92,439.12, ,3,2,0,79.08,0,4,851.93,412.81,1,1,1,495.71,3,10000,1,5,0,3,1,0
28.0,Education,High School or Below,1,0,1,26500.0,2,737,RI,2,286.25,572.5, ,2,0,0,0.0,0,4,60.0,0.0,0,1,1,45.57,0,12000,1,4,0,10,1,0
35.0,Construction,High School or Below,1,0,0,27200.0,101,749,NY,14,18.64,260.96, ,6,0,0,0.0,0,2,60.0,0.0,0,1,1,62.09,0,22000,0,3,0,3,1,0
49.0,Healthcare,Doctorate,1,0,1,73100.0,46,755,MA,45,24.27,1092.15, ,21,4,0,93.2,2,4,1044.53,0.0,0,1,1,23.4,0,11000,0,1,0,7,0,0
40.0,Manufacturing,Bachelor's Degree,1,0,0,32100.0,45,762,ME,10,5.1,51.0,card replace plastic replace late payment,6,2,0,10.56,2,6,60.0,9.0,1,1,1,46.85,0,15000,1,5,0,5,0,0
21.0,Construction,Associate Degree,1,0,0,21500.0,22,705,PA,6,425.72,2554.32,change request customer call transfer,4,1,0,423.11,0,4,2554.32,0.0,0,1,1,40.68,4,8000,1,3,1,4,1,0
30.0,Education,Doctorate,1,0,2,26100.0,118,640,NY,17,0.0,0.0,plastic replace change request transfer,6,4,1,0.0,2,3,60.0,60.0,1,3,1,60.0,0,12000,0,2,1,6,1,0
25.0,Retail,Associate Degree,1,0,0,13600.0,17,726,MA,1,36.48,36.48,late payment   change request,1,0,0,0.0,0,4,60.0,23.52,1,2,1,69.58,0,13000,1,1,0,4,2,0
47.0,Information Technology,Bachelor's Degree,1,0,0,155200.0,12,638,ME,30,100.18,3005.4, ,18,5,0,498.4,1,2,3005.4,0.0,0,1,1,65.46,2,8000,0,3,0,4,2,0
44.0,Scientific and Technical Services,High School or Below,1,0,1,94600.0,3,784,CT,29,43.38,1258.02, ,13,3,1,128.42,2,4,1258.02,0.0,0,1,1,55.93,1,19000,1,1,0,7,0,0
53.0,Scientific and Technical Services,High School or Below,1,0,0,49300.0,16,696,PA,1,802.77,802.77,card replace card replace customer call statement,0,0,0,0.0,0,5,802.77,0.0,0,1,1,68.72,0,17000,1,4,0,7,1,0
36.0,Retail,Bachelor's Degree,1,1,1,49100.0,28,704,ME,65,283.9,18453.5,plastic replace password change plastic replace moneyorder payment,33,8,1,2267.03,5,4,18453.5,0.0,0,1,1,27.27,4,11000,0,2,1,4,1,0
32.0,Healthcare,Associate Degree,1,1,2,154000.0,13,704,PA,57,1294.0,73758.0,late payment plastic replace   cash,25,5,2,6574.6,1,6,73758.0,0.0,0,1,1,69.63,6,11000,0,3,0,4,0,0
20.0,Transportation,Associate Degree,1,0,1,19100.0,7,769,NJ,4,24.64,98.56, ,2,1,0,25.36,0,3,60.0,0.0,0,1,1,69.77,0,24000,0,4,0,8,1,0
38.0,Education,Associate Degree,1,0,2,51800.0,30,620,PA,18,53.04,954.72, ,4,2,0,102.94,1,2,954.72,0.0,0,1,1,19.29,0,7000,1,0,0,12,0,0
47.0,Retail,Associate Degree,1,0,0,60200.0,35,670,RI,41,389.35,15963.35,billing address customer call billing address overseas atm,17,2,0,777.32,1,6,15963.35,0.0,0,1,1,46.41,6,22000,0,3,0,11,1,0
34.0,Manufacturing,High School or Below,1,0,1,26900.0,1,646,ME,3,457.91,1373.73,transfer late payment plastic replace statement,2,0,0,0.0,0,3,1373.73,0.0,0,1,1,35.99,0,10000,1,1,0,6,2,0
24.0,Retail,Bachelor's Degree,1,0,2,11900.0,56,697,MA,20,65.98,1319.6, ,10,2,0,132.0,2,2,1319.6,0.0,0,1,1,77.14,0,13000,1,3,0,87,0,0
33.0,Manufacturing,Bachelor's Degree,1,0,2,58300.0,13,726,MA,35,3.12,109.2, ,16,1,0,2.88,0,2,60.0,0.0,0,1,1,30.9,0,14000,0,2,0,8,1,0
39.0,Entertainment and Hospitality,Associate Degree,1,0,0,27300.0,115,735,MA,6,589.7,3538.2, ,2,1,0,588.22,0,3,3538.2,0.0,0,1,1,46.62,3,7000,1,8,0,8,1,0
32.0,Retail,High School or Below,1,0,1,26200.0,39,667,NY,9,12.08,108.72,statement statement   statement,5,0,0,0.0,0,5,108.72,0.0,0,1,1,80.69,0,16000,0,8,0,3,1,0
41.0,Retail,High School or Below,1,0,0,45200.0,13,646,CT,66,120.08,7925.28, ,30,4,0,480.24,3,5,7925.28,0.0,0,1,1,40.35,5,9000,1,4,0,5,0,0
24.0,Construction,Master's Degree,1,0,0,19100.0,31,749,CT,19,46.82,889.58,statement password change billing address,11,2,0,95.46,0,2,889.58,0.0,0,1,1,21.99,0,11000,0,4,0,13,2,0
27.0,Transportation,Associate Degree,1,0,0,17800.0,28,722,ME,2,6.23,12.46, ,2,0,0,0.0,0,2,60.0,47.54,1,1,1,92.94,1,15000,1,4,0,8,1,0
24.0,Retail,Bachelor's Degree,1,0,2,11900.0,56,697,MA,20,65.98,1319.6, ,10,2,0,132.0,2,2,1319.6,0.0,0,1,1,77.14,0,13000,1,3,0,87,0,0
20.0,Education,Doctorate,1,0,2,11000.0,10,706,NY,8,53.12,424.96,statement statement statement statement,4,0,0,0.0,0,3,424.96,0.0,0,1,1,75.63,0,11000,0,2,0,11,1,0
37.0,Scientific and Technical Services,Associate Degree,1,1,0,47500.0,2,671,ME,1,478.93,478.93,statement card replace late payment atm denied,1,0,0,0.0,0,3,3592.14,3113.21,1,1,1,3152.79,3,12000,0,1,1,11,1,0
36.0,Healthcare,Bachelor's Degree,1,0,0,61300.0,30,722,MA,49,41.49,2033.01,statement card replace late payment,26,3,2,149.78,1,4,2033.01,0.0,0,1,1,99.11,0,12000,0,5,0,6,1,0
27.0,Retail,Bachelor's Degree,1,0,0,8800.0,1,764,PA,7,265.28,1856.96, ,5,2,0,529.06,2,5,1856.96,0.0,0,1,1,57.47,5,11000,1,2,0,6,1,0
42.0,Manufacturing,Bachelor's Degree,1,0,0,61100.0,3,761,PA,7,559.14,3913.98, ,5,2,0,1116.7,0,6,3913.98,0.0,0,1,1,34.15,6,17000,1,2,0,9,3,0
38.0,Healthcare,Associate Degree,1,0,0,69400.0,33,724,PA,70,7.78,544.6,late payment card replace late payment,39,9,1,69.0,1,5,60.0,0.0,0,1,1,41.25,1,9000,1,2,0,13,1,0
41.0,Manufacturing,Bachelor's Degree,1,0,0,50000.0,33,722,RI,46,282.77,13007.42, ,25,4,1,1121.13,3,2,17627.5,4620.08,1,1,1,4657.05,2,13000,0,5,0,9,2,0
22.0,Scientific and Technical Services,Doctorate,1,0,0,1100.0,2,706,MA,1,84.52,84.52, ,1,0,0,0.0,0,3,84.52,0.0,0,1,1,52.76,0,10000,1,2,0,10,5,0
39.0,Manufacturing,High School or Below,1,0,1,29200.0,6,655,MA,18,26.95,485.1, ,9,2,1,44.23,0,6,60.0,0.0,0,1,1,53.53,0,8000,1,6,0,10,3,0
25.0,Education,Bachelor's Degree,1,0,0,17700.0,4,718,RI,3,9.59,28.77, ,3,0,0,0.0,0,4,60.0,31.23,1,2,1,60.51,0,13000,0,6,0,13,2,0
39.0,Manufacturing,Associate Degree,1,0,0,35000.0,29,704,NY,3,0.0,0.0, ,2,0,0,0.0,0,5,60.0,60.0,1,1,1,60.0,0,18000,0,3,1,5,1,0
29.0,Construction,Associate Degree,1,0,1,5900.0,4,739,RI,12,288.93,3467.16,late payment password change transfer statement,6,0,0,0.0,0,3,173.36,0.0,0,1,1,44.13,0,14000,0,4,0,4,0,0
31.0,Education,High School or Below,1,0,0,12600.0,22,722,PA,1,464.31,464.31, ,1,0,0,0.0,0,2,464.31,0.0,0,1,1,71.06,0,16000,1,3,0,9,1,0
53.0,Entertainment and Hospitality,Bachelor's Degree,1,0,1,51800.0,43,760,RI,0,35.13,0.0,change request card replace card replace,0,0,0,0.0,0,5,60.0,60.0,1,1,1,60.0,1,14000,1,3,0,8,0,0
38.0,Information Technology,Associate Degree,1,1,2,70000.0,11,669,NY,30,176.42,5292.6, ,19,1,0,174.78,1,6,5292.6,0.0,0,1,1,49.0,1,15000,1,3,0,3,0,0
57.0,Healthcare,Bachelor's Degree,1,0,0,111200.0,41,737,MA,11,290.71,3197.81,password change card replace late payment atm limit,4,3,0,869.4,3,4,3197.81,0.0,0,1,1,23.25,4,19000,1,2,0,8,0,0
42.0,Engineering,Bachelor's Degree,1,0,1,108700.0,24,768,NY,260,33.07,8598.2, ,137,28,7,963.41,10,3,2655.87,0.0,0,1,1,38.48,3,10000,0,5,0,4,1,0
28.0,Scientific and Technical Services,Doctorate,1,0,0,16600.0,56,712,NJ,2,76.14,152.28, ,2,2,1,139.1,0,4,152.28,0.0,0,1,1,19.63,1,13000,1,3,0,6,1,0
52.0,Entertainment and Hospitality,Bachelor's Degree,1,0,1,68400.0,3,739,CT,45,175.44,7894.8,plastic replace late payment customer call,19,3,0,529.62,0,3,394.74,0.0,0,1,1,59.2,3,8000,1,3,0,10,2,0
46.0,Manufacturing,Bachelor's Degree,1,0,2,71500.0,3,668,ME,3,99.07,297.21,change request statement customer call,0,1,1,88.0,0,3,60.0,0.0,0,1,1,72.4,1,17000,0,2,0,4,0,0
32.0,Legal,Associate Degree,1,0,2,61100.0,23,731,MA,20,113.67,2273.4, ,11,3,1,342.76,2,6,5019.33,2745.93,1,3,1,2777.65,6,17000,1,3,0,5,1,0
26.0,Manufacturing,Associate Degree,1,0,0,4800.0,8,746,MA,1,3.59,3.59, ,1,0,0,0.0,0,5,60.0,56.41,1,1,1,103.29,0,7000,0,5,0,5,2,0
55.0,Financial Services,Bachelor's Degree,1,0,0,108100.0,32,698,VT,195,202.12,39413.4,plastic replace password change billing address moneyorder,115,22,4,4536.76,9,2,39413.4,0.0,0,1,1,55.5,2,13000,1,4,0,5,2,0
24.0,Scientific and Technical Services,Doctorate,1,0,1,15600.0,49,692,NY,13,50.45,655.85, ,10,1,0,50.98,0,3,60.0,0.0,0,1,1,83.57,0,12000,0,4,0,6,0,0
41.0,Manufacturing,Master's Degree,1,0,0,26500.0,2,716,PA,3,65.49,196.47,card replace transfer billing address statement,3,0,0,0.0,0,2,60.0,0.0,0,1,1,35.85,0,14000,1,1,0,7,0,0
45.0,Construction,Doctorate,1,0,0,56300.0,26,726,MA,11,16.77,184.47, ,5,1,0,16.94,0,5,60.0,0.0,0,1,1,16.13,0,19000,1,2,0,8,2,0
51.0,Information Technology,Bachelor's Degree,1,0,0,57700.0,7,719,CT,42,110.54,4642.68,customer call change request change request atm limit,18,9,2,996.47,2,4,4642.68,0.0,0,1,1,49.17,4,20000,1,3,0,4,1,0
54.0,Financial Services,Associate Degree,1,0,0,152300.0,3,751,CT,238,45.69,10874.22, ,112,29,9,1359.8,7,3,10874.22,0.0,0,1,1,55.14,3,8000,0,3,0,12,0,0
38.0,Manufacturing,Bachelor's Degree,1,0,0,48100.0,2,741,NJ,13,60.77,790.01,late payment statement plastic replace atm denied,5,1,0,58.77,0,4,4294.19,3504.18,1,1,1,3535.08,4,16000,1,4,0,6,1,0
39.0,Scientific and Technical Services,High School or Below,1,0,0,23000.0,14,716,CT,3,734.58,2203.74,  statement billing address statement,3,0,0,0.0,0,2,2203.74,0.0,0,1,1,41.41,0,9000,1,3,0,10,1,0
43.0,Construction,Doctorate,1,0,0,64900.0,6,705,PA,6,117.46,704.76, ,3,1,0,117.98,1,2,704.76,0.0,0,1,1,52.06,2,6000,1,4,0,10,1,0
47.0,Scientific and Technical Services,High School or Below,1,0,0,56500.0,1,751,MA,31,133.82,4148.42, ,14,6,1,807.8,3,3,4148.42,0.0,0,1,1,42.48,3,9000,1,4,0,5,2,0
20.0,Retail,,1,0,2,8600.0,10,746,ME,3,208.91,626.73,billing address change request late payment statement,2,0,0,0.0,0,3,626.73,0.0,0,1,1,28.12,0,13000,0,3,0,4,0,0
46.0,Manufacturing,Bachelor's Degree,1,0,2,71500.0,3,668,ME,3,99.07,297.21,change request statement customer call,0,1,1,88.0,0,3,60.0,0.0,0,1,1,72.4,1,17000,0,2,0,4,0,0
44.0,Education,Bachelor's Degree,1,0,0,66600.0,9,728,MA,14,334.0,4676.0,card replace late payment plastic replace,10,1,0,331.29,0,4,4676.0,0.0,0,1,1,94.2,4,10000,0,3,0,4,1,0
50.0,Healthcare,Bachelor's Degree,1,0,0,103300.0,5,704,NY,16,11.39,182.24,plastic replace late payment late payment,7,2,0,21.02,0,2,60.0,0.0,0,1,1,50.74,0,15000,1,3,0,5,1,0
27.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,16200.0,17,779,ME,24,1.44,34.56, ,10,3,1,4.88,0,2,60.0,25.44,1,1,1,90.75,0,9000,0,1,0,7,0,0
42.0,Entertainment and Hospitality,Associate Degree,1,0,0,24100.0,46,674,PA,5,16.75,83.75,plastic replace password change late payment,0,1,0,16.01,0,4,123.65,39.9,1,1,1,85.21,0,12000,0,2,0,10,2,0
44.0,Information Technology,Bachelor's Degree,1,0,0,157800.0,74,691,ME,86,40.19,3456.34,customer call billing address late payment,45,10,1,403.24,3,2,172.82,0.0,0,1,1,36.49,2,13000,1,7,0,5,2,0
37.0,Transportation,Associate Degree,1,0,0,66200.0,3,762,CT,151,50.4,7610.4,  transfer  ,75,10,3,514.27,6,3,7610.4,0.0,0,1,1,84.83,3,13000,1,4,0,7,0,0
22.0,Retail,Associate Degree,1,0,1,33300.0,22,744,PA,3,13.23,39.69, ,2,0,0,0.0,0,4,60.0,20.31,1,1,1,52.65,0,11000,1,2,0,7,2,0
26.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,19400.0,48,728,NY,0,109.93,0.0,  transfer change request,0,0,0,0.0,0,6,60.0,60.0,1,2,1,60.0,0,14000,0,3,0,6,4,0
42.0,Manufacturing,Associate Degree,1,0,0,26000.0,1,719,NY,1,331.81,331.81,late payment late payment customer call statement,0,0,0,0.0,0,3,331.81,0.0,0,1,1,66.58,0,7000,0,3,0,4,2,0
23.0,Education,High School or Below,1,0,0,15700.0,48,660,PA,8,0.0,0.0,card replace card replace  ,4,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,6000,0,1,0,3,0,0
22.0,Entertainment and Hospitality,,1,0,0,1500.0,53,672,ME,0,21.11,0.0,  password change statement,0,0,0,0.0,0,4,60.0,60.0,1,3,1,60.0,1,13000,1,4,0,10,2,0
55.0,Scientific and Technical Services,High School or Below,1,0,0,92000.0,18,737,NJ,1,46.31,46.31, ,1,0,0,0.0,0,7,2734.92,2688.61,1,1,1,2739.7,7,12000,0,3,0,10,2,0
44.0,Manufacturing,Bachelor's Degree,1,0,0,63500.0,72,673,RI,16,91.0,1456.0,password change customer call statement,11,5,1,459.44,4,4,1456.0,0.0,0,1,1,32.25,4,16000,0,2,0,4,2,0
51.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,50900.0,1,747,PA,2,244.35,488.7,late payment customer call transfer,1,1,0,249.07,1,2,488.7,0.0,0,1,1,35.77,2,14000,0,1,0,8,0,0
44.0,Manufacturing,High School or Below,1,0,0,35500.0,17,761,CT,1,185.06,185.06, ,1,0,0,0.0,0,3,185.06,0.0,0,1,1,31.98,0,9000,1,2,0,7,0,0
48.0,Retail,Associate Degree,1,0,1,47400.0,20,718,NJ,7,79.32,555.24, ,4,2,2,138.0,1,3,555.24,0.0,0,1,1,45.13,1,14000,0,3,0,6,1,0
22.0,Retail,High School or Below,1,0,0,11300.0,27,723,NY,5,154.47,772.35, ,2,0,0,0.0,0,5,60.0,0.0,0,1,1,64.59,0,14000,0,6,0,6,0,0
46.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,57600.0,24,747,NY,8,30.95,247.6, ,3,1,1,31.0,1,2,247.6,0.0,0,1,1,73.26,0,6000,1,5,0,9,0,0
40.0,Entertainment and Hospitality,Doctorate,1,0,0,61900.0,23,715,RI,28,281.02,7868.56, ,14,5,0,1393.0,3,3,10476.82,2608.26,1,1,1,2649.13,3,12000,1,0,0,6,0,0
44.0,Construction,Bachelor's Degree,1,0,0,22600.0,73,738,MA,1,145.76,145.76,transfer late payment password change statement,0,0,0,0.0,0,3,145.76,0.0,0,1,1,40.58,0,9000,0,2,0,14,0,0
43.0,Transportation,Bachelor's Degree,1,0,0,93300.0,43,649,NY,35,307.34,10756.9,"plastic replace plastic replace plastic replace lost cardrefund requested. supply additional details, call back",17,2,0,613.84,1,3,10756.9,0.0,0,1,1,50.31,3,9000,1,0,0,8,3,0
24.0,Manufacturing,High School or Below,1,0,0,14300.0,1,750,ME,7,117.19,820.33, ,3,4,0,467.36,0,7,60.0,0.0,0,1,1,43.01,7,10000,1,3,0,7,0,0
38.0,Retail,High School or Below,1,0,1,24000.0,11,737,NY,16,116.79,1868.64,password change statement card replace,6,1,0,117.63,0,3,1868.64,0.0,0,1,1,71.14,0,8000,0,4,0,7,2,0
30.0,Education,High School or Below,1,0,1,28900.0,25,781,MA,11,50.11,551.21, ,6,1,0,49.26,0,3,60.0,0.0,0,1,1,43.19,0,21000,1,3,0,9,2,0
49.0,Information Technology,Associate Degree,1,0,0,80000.0,5,764,MA,37,255.16,9440.92, ,15,1,0,254.26,0,3,9440.92,0.0,0,1,1,70.24,3,9000,0,2,0,8,1,0
30.0,Retail,Associate Degree,1,0,1,47900.0,26,736,MA,4,5.47,21.88, ,1,0,0,0.0,0,6,60.0,38.12,1,1,1,100.21,0,15000,1,7,0,12,1,0
24.0,Entertainment and Hospitality,Associate Degree,1,1,2,17300.0,51,705,NY,1,1.21,1.21,billing address plastic replace change request,1,0,0,0.0,0,4,60.0,58.79,1,2,1,97.88,0,10000,0,2,0,6,1,0
41.0,Retail,Associate Degree,1,0,0,45500.0,8,800,PA,7,427.33,2991.31,customer call customer call   statement,3,0,0,0.0,0,5,2178.38,0.0,0,1,1,61.83,0,19000,0,5,0,6,1,0
30.0,Entertainment and Hospitality,Associate Degree,1,0,0,7600.0,12,730,PA,1,277.76,277.76,late payment transfer statement statement,0,0,0,0.0,0,3,277.76,0.0,0,1,1,65.8,0,14000,1,2,0,3,1,0
24.0,Retail,Bachelor's Degree,1,0,2,11900.0,56,697,MA,20,65.98,1319.6, ,10,2,0,132.0,2,2,1319.6,0.0,0,1,1,77.14,0,13000,1,3,0,87,0,0
30.0,Education,High School or Below,1,0,0,7200.0,0,687,MA,4,12.46,49.84, ,1,0,0,0.0,0,3,60.0,10.16,1,2,1,50.39,0,10000,1,3,0,9,0,0
35.0,Manufacturing,Bachelor's Degree,1,0,1,44300.0,12,649,NY,7,49.1,343.7,card replace card replace customer call statement,3,0,0,0.0,0,2,343.7,0.0,0,1,1,48.37,0,12000,0,2,0,6,0,0
35.0,Entertainment and Hospitality,Master's Degree,1,0,0,33000.0,3,727,MA,1,460.3,460.3, ,0,0,0,0.0,0,4,460.3,0.0,0,1,1,62.07,0,16000,1,4,0,9,0,0
30.0,Retail,Associate Degree,1,1,2,33000.0,52,731,CT,8,2.28,18.24, ,7,0,0,0.0,0,4,60.0,41.76,1,4,1,151.59,0,11000,1,3,0,6,1,0
32.0,Manufacturing,Master's Degree,1,0,0,40500.0,4,738,RI,42,56.06,2354.52,change request change request customer call,24,8,2,455.3,1,3,2354.52,0.0,0,1,1,35.01,3,11000,1,2,0,9,1,0
35.0,Education,High School or Below,1,0,0,22500.0,20,693,MA,1,448.15,448.15,change request   card replace statement,1,0,0,0.0,0,2,60.0,0.0,0,1,1,32.28,0,12000,1,4,1,7,0,0
22.0,Manufacturing,Associate Degree,1,1,2,38200.0,0,650,MA,16,0.54,8.64,customer call statement statement,10,1,0,0.53,1,3,60.0,51.36,1,2,1,98.09,0,17000,1,3,1,9,1,0
49.0,Transportation,High School or Below,1,1,0,44200.0,13,754,MA,30,73.57,2207.1,late payment statement password change atm limit,12,1,1,72.0,0,2,4991.14,2784.04,1,1,1,2840.23,2,15000,1,4,0,7,1,0
23.0,Scientific and Technical Services,Bachelor's Degree,1,0,0,7800.0,7,714,NY,7,94.65,662.55, ,5,0,0,0.0,0,3,60.0,0.0,0,1,1,13.89,0,15000,0,2,0,5,2,0
36.0,Education,Bachelor's Degree,1,0,0,58200.0,1,703,CT,64,159.6,10214.4,transfer customer call card replace,28,3,0,466.11,1,3,510.72,0.0,0,1,1,31.66,3,18000,0,1,0,2,2,0
36.0,Transportation,Associate Degree,1,0,2,48700.0,14,750,PA,21,125.54,2636.34, ,15,2,0,246.36,1,3,2636.34,0.0,0,1,1,54.43,2,16000,1,0,0,8,1,0
23.0,,Doctorate,1,0,2,18000.0,10,715,MA,4,43.38,173.52,customer call change request statement,0,2,0,90.56,0,3,60.0,0.0,0,1,1,81.02,0,8000,0,1,1,13,1,0
55.0,Retail,Bachelor's Degree,1,0,0,,2,622,PA,22,141.64,3116.08,customer call statement password change,12,3,0,422.25,0,4,3116.08,0.0,0,1,1,47.4,4,16000,1,6,0,5,0,0
30.0,Retail,Associate Degree,1,1,2,33000.0,52,731,CT,8,2.28,18.24, ,7,0,0,0.0,0,4,60.0,41.76,1,4,1,151.59,0,11000,1,3,0,6,1,0
39.0,Manufacturing,Bachelor's Degree,1,0,2,62000.0,4,773,MA,32,105.53,3376.96, ,15,2,0,213.52,1,3,3376.96,0.0,0,1,1,51.96,1,13000,1,4,1,8,0,0
22.0,Scientific and Technical Services,High School or Below,1,0,0,19300.0,9,682,NY,9,199.96,1799.64,password change card replace card replace statement,5,0,0,0.0,0,3,1799.64,0.0,0,1,1,71.46,0,8000,0,4,0,9,2,0
24.0,Entertainment and Hospitality,Associate Degree,1,1,2,17300.0,51,705,NY,1,1.21,1.21,billing address plastic replace change request,1,0,0,0.0,0,4,60.0,58.79,1,2,1,97.88,0,10000,0,2,0,6,1,0
41.0,Education,High School or Below,1,0,0,49100.0,10,775,CT,14,13.53,189.42, ,7,0,0,0.0,0,10,189.42,0.0,0,1,1,40.1,0,16000,1,4,0,12,1,0
41.0,Education,High School or Below,1,0,0,59600.0,21,683,MA,53,177.59,9412.27,statement late payment change request moneyorder,26,4,2,703.94,1,3,9412.27,0.0,0,1,1,55.32,3,12000,0,0,0,10,1,0
